sample;annotation
липа;[(0, 4, 'B-TYPE')]
липецкое;[(0, 8, 'B-BRAND')]
липешка;[(0, 7, 'B-TYPE')]
липкая лента от мух;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 15, 'O'), (16, 19, 'O')]
липовый;[(0, 7, 'B-TYPE')]
липто;[(0, 5, 'B-BRAND')]
липтон;[(0, 6, 'B-BRAND')]
липьон;[(0, 6, 'B-TYPE')]
лиронас креке;[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE')]
лиронас крекеры;[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE')]
лисич4и;[(0, 7, 'B-TYPE')]
лисичк;[(0, 6, 'B-TYPE')]
лисички;[(0, 7, 'B-TYPE')]
лист;[(0, 4, 'B-TYPE')]
лист для лазаньи;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O')]
лист лав;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE')]
лист лавровый;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
лист нори;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]
лист сал;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE')]
лист салата;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
листб;[(0, 5, 'B-TYPE')]
листв для грудки;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]
листов;[(0, 6, 'B-TYPE')]
листовой салат;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
лисття;[(0, 6, 'B-TYPE')]
листы;[(0, 5, 'B-TYPE')]
листы для грудки;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]
листы для дазаньи;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
листы для курицы;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]
листы для л;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 11, 'O')]
листы для лозаньи;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
листы для суши;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 14, 'O')]
листы нори;[(0, 5, 'B-TYPE'), (6, 10, 'I-TYPE')]
листы от магги;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'B-BRAND')]
листьч;[(0, 6, 'B-TYPE')]
листья;[(0, 6, 'B-TYPE')]
листья для суши;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]
листья нори;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE')]
листья сплата;[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE')]
личи;[(0, 4, 'B-TYPE')]
лкк;[(0, 3, 'B-TYPE')]
лколбаса;[(0, 8, 'B-TYPE')]
лкошко;[(0, 6, 'B-TYPE')]
лкпешки;[(0, 7, 'B-TYPE')]
лкпша;[(0, 5, 'B-TYPE')]
лктргирянда;[(0, 11, 'O')]
лкубника;[(0, 8, 'B-TYPE')]
лкук;[(0, 4, 'B-TYPE')]
лкюква;[(0, 6, 'B-TYPE')]
ллук;[(0, 4, 'B-TYPE')]
лминад;[(0, 6, 'B-TYPE')]
лминная;[(0, 7, 'B-TYPE')]
лмка;[(0, 4, 'O')]
лммон;[(0, 5, 'B-TYPE')]
лммонад;[(0, 7, 'B-TYPE')]
лмр;[(0, 3, 'O')]
лн;[(0, 2, 'O')]
лнвушка;[(0, 7, 'B-TYPE')]
лнигири;[(0, 7, 'B-TYPE')]
лницы;[(0, 5, 'O')]
лнт;[(0, 3, 'B-TYPE')]
лобелия;[(0, 7, 'B-TYPE')]
лобзи;[(0, 5, 'B-TYPE')]
лобзики;[(0, 7, 'B-TYPE')]
лобио;[(0, 5, 'B-TYPE')]
ловаш;[(0, 5, 'B-TYPE')]
ловужка;[(0, 7, 'B-TYPE')]
ловузшки;[(0, 8, 'B-TYPE')]
ловуш;[(0, 5, 'O')]
ловушке;[(0, 7, 'B-TYPE')]
ловшуке;[(0, 7, 'B-TYPE')]
лодки;[(0, 5, 'B-TYPE')]
ложечка для обуви;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
ложк;[(0, 4, 'B-TYPE')]
ложка;[(0, 5, 'B-TYPE')]
лозанья;[(0, 7, 'B-TYPE')]
локноты;[(0, 7, 'B-TYPE')]
локолад;[(0, 7, 'B-TYPE')]
локоладка;[(0, 9, 'B-TYPE')]
локомка;[(0, 7, 'B-TYPE')]
локторская;[(0, 10, 'B-TYPE')]
лоломтик;[(0, 8, 'B-TYPE')]
ломиик;[(0, 6, 'B-TYPE')]
ломник;[(0, 6, 'B-TYPE')]
ломпит;[(0, 6, 'B-TYPE')]
ломптик;[(0, 7, 'B-TYPE')]
ломт;[(0, 4, 'B-TYPE')]
ломти;[(0, 5, 'B-TYPE')]
ломтие;[(0, 6, 'B-TYPE')]
ломтики;[(0, 7, 'B-TYPE')]
ломтики молочные киндер;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 23, 'B-BRAND')]
ломтимка;[(0, 8, 'B-TYPE')]
ломтинка;[(0, 8, 'B-TYPE')]
ломтиш;[(0, 6, 'B-TYPE')]
ломтишк;[(0, 7, 'B-TYPE')]
ломтишки;[(0, 8, 'B-TYPE')]
лонганища;[(0, 9, 'B-TYPE')]
лооье;[(0, 5, 'O')]
лопа;[(0, 4, 'B-TYPE')]
лопатк;[(0, 6, 'B-TYPE')]
лопатка;[(0, 7, 'B-TYPE')]
лопатка доя блинов;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
лори;[(0, 4, 'O')]
лоск;[(0, 4, 'B-TYPE')]
лосо;[(0, 4, 'B-TYPE')]
лососев;[(0, 7, 'B-TYPE')]
лососевая икра;[(0, 9, 'B-TYPE'), (10, 14, 'I-TYPE')]
лососевы;[(0, 8, 'B-TYPE')]
лососевые;[(0, 9, 'B-TYPE')]
лосось в желе;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 13, 'O')]
лосось в со;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 11, 'O')]
лосу;[(0, 4, 'B-TYPE')]
лось;[(0, 4, 'B-TYPE')]
лосьо;[(0, 5, 'B-TYPE')]
лосьон;[(0, 6, 'B-TYPE')]
лосьон garni;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
лосьон garnie;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
лосьон niv;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
лосьон nive;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
лосьон nivea;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
лосьон zeitun;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
лосьон чистая линия;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND'), (14, 19, 'I-BRAND')]
лотки для рассады;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
лотос;[(0, 5, 'B-TYPE')]
лотте;[(0, 5, 'B-BRAND')]
лоч;[(0, 3, 'O')]
лочо;[(0, 4, 'B-TYPE')]
лош;[(0, 3, 'B-TYPE')]
лошка;[(0, 5, 'B-TYPE')]
лошосевые;[(0, 9, 'B-TYPE')]
лпвровый;[(0, 8, 'B-TYPE')]
лпинат;[(0, 6, 'B-TYPE')]
лпомидоры;[(0, 9, 'B-TYPE')]
лпсточка;[(0, 8, 'B-TYPE')]
лпята;[(0, 5, 'B-TYPE')]
лрая;[(0, 4, 'O')]
лрмтик;[(0, 6, 'B-TYPE')]
лрожди;[(0, 6, 'B-TYPE')]
лсвежитель;[(0, 10, 'B-TYPE')]
лссов;[(0, 5, 'O')]
лужайкино;[(0, 9, 'B-BRAND')]
лук;[(0, 3, 'B-TYPE')]
лук бел;[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]
лук белый;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук зел;[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]
лук зелëный;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
лук зеле;[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE')]
лук зелен;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук зеленый;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
лук зелёный;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
лук крас;[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE')]
лук красный;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
лук молоко то;[(0, 3, 'B-TYPE'), (4, 10, 'O'), (11, 13, 'O')]
лук парей;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук пепчатый;[(0, 3, 'B-TYPE'), (4, 12, 'I-TYPE')]
лук порей;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук ре;[(0, 3, 'B-TYPE'), (4, 6, 'I-TYPE')]
лук реа;[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]
лук реп;[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]
лук репка;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук репч;[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE')]
лук репчат;[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]
лук репчаты;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
лук репчатый;[(0, 3, 'B-TYPE'), (4, 12, 'I-TYPE')]
лук свежий;[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]
лук синий;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук укроп;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук фиолетовый;[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE')]
лук шалот;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]
лук ялтинский;[(0, 3, 'B-TYPE'), (4, 13, 'I-TYPE')]
лук.;[(0, 4, 'B-TYPE')]
лук0;[(0, 4, 'B-TYPE')]
лук9;[(0, 4, 'B-TYPE')]
луквм;[(0, 5, 'B-TYPE')]
луко;[(0, 4, 'B-TYPE')]
луковые;[(0, 7, 'B-TYPE')]
луковый;[(0, 7, 'B-TYPE')]
лукойл мас;[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE')]
луком;[(0, 5, 'B-TYPE')]
лукошк;[(0, 6, 'B-TYPE')]
лукошка;[(0, 7, 'B-TYPE')]
лукошки;[(0, 7, 'B-TYPE')]
луку;[(0, 4, 'B-TYPE')]
лукум;[(0, 5, 'B-TYPE')]
лукумо;[(0, 6, 'B-TYPE')]
лукумом;[(0, 7, 'B-TYPE')]
лукумом petr;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
лукумом в;[(0, 7, 'B-TYPE'), (8, 9, 'B-BRAND')]
лукумом вв;[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]
лукумом метропол;[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND')]
лукумом метрополис;[(0, 7, 'B-TYPE'), (8, 18, 'B-BRAND')]
лукумом ос;[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]
лукумом оск;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]
лукумом оско;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
лукумы;[(0, 6, 'B-TYPE')]
лукумы дзержинскхлеб;[(0, 6, 'B-TYPE'), (7, 20, 'B-BRAND')]
лукумы метропол;[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND')]
лукумы метрополи;[(0, 6, 'B-TYPE'), (7, 16, 'B-BRAND')]
лукумы метрополис;[(0, 6, 'B-TYPE'), (7, 17, 'B-BRAND')]
лукх;[(0, 4, 'B-TYPE')]
лукц;[(0, 4, 'B-TYPE')]
лукш;[(0, 4, 'B-TYPE')]
луук;[(0, 4, 'B-TYPE')]
лууошко;[(0, 7, 'B-TYPE')]
луц;[(0, 3, 'B-TYPE')]
луч руч;[(0, 3, 'B-BRAND'), (4, 7, 'B-TYPE')]
луч руче;[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE')]
лхебопечи;[(0, 9, 'B-TYPE')]
лхлеб;[(0, 5, 'B-TYPE')]
лыжи, ботин;[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE')]
лыжи, ботинки;[(0, 5, 'B-TYPE'), (6, 13, 'I-TYPE')]
лый;[(0, 3, 'O')]
львиное;[(0, 7, 'B-TYPE')]
льга;[(0, 4, 'B-TYPE')]
льгяная;[(0, 7, 'B-TYPE')]
льеноное;[(0, 8, 'B-TYPE')]
льмени;[(0, 6, 'B-TYPE')]
льн;[(0, 3, 'B-TYPE')]
льненая;[(0, 7, 'B-TYPE')]
льненое;[(0, 7, 'B-TYPE')]
льнное;[(0, 6, 'B-TYPE')]
льня;[(0, 4, 'B-TYPE')]
льнян;[(0, 5, 'B-TYPE')]
льняна;[(0, 6, 'B-TYPE')]
льнянач;[(0, 7, 'B-TYPE')]
льняная каша;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
льняное масло;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
льняное семя;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
льняные;[(0, 7, 'B-TYPE')]
льяное;[(0, 6, 'B-TYPE')]
льяняное;[(0, 8, 'B-TYPE')]
лэйс с крабом;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 13, 'O')]
лэтоматная;[(0, 10, 'B-TYPE')]
любимчик;[(0, 8, 'B-BRAND')]
любтво;[(0, 6, 'O')]
люля;[(0, 4, 'B-TYPE')]
люляки;[(0, 6, 'B-TYPE')]
люминарк круж;[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE')]
люминарк кружек;[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE')]
люминарк чаш;[(0, 8, 'B-BRAND'), (9, 12, 'B-TYPE')]
люницы;[(0, 6, 'O')]
люстры, светильни;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE')]
люстры, светильник;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE')]
люстры, светильники;[(0, 7, 'B-TYPE'), (8, 19, 'I-TYPE')]
лютени;[(0, 6, 'B-TYPE')]
лютениц;[(0, 7, 'B-TYPE')]
ляпешка;[(0, 7, 'B-TYPE')]
ляпешки;[(0, 7, 'B-TYPE')]
лясо;[(0, 4, 'B-TYPE')]
лёгкий;[(0, 6, 'B-TYPE')]
лёгкий сыр;[(0, 6, 'B-TYPE'), (7, 10, 'I-TYPE')]
лёд;[(0, 3, 'B-TYPE')]
лён;[(0, 3, 'B-TYPE')]
лёпешки;[(0, 7, 'B-TYPE')]
лёсьон;[(0, 6, 'B-TYPE')]
м&m;[(0, 3, 'B-BRAND')]
ма3ароны;[(0, 8, 'B-TYPE')]
ма4аронные;[(0, 10, 'B-TYPE')]
ма4ароны;[(0, 8, 'B-TYPE')]
мааг;[(0, 4, 'B-BRAND')]
маайонез;[(0, 8, 'B-TYPE')]
маандарины;[(0, 10, 'B-TYPE')]
мааовси мк;[(0, 7, 'O'), (8, 10, 'O')]
магароны;[(0, 8, 'B-TYPE')]
магги;[(0, 5, 'B-BRAND')]
магги для борща;[(0, 5, 'B-BRAND'), (6, 9, 'O'), (10, 15, 'O')]
магги для гуляша;[(0, 5, 'B-BRAND'), (6, 9, 'O'), (10, 16, 'O')]
магдарин;[(0, 8, 'B-TYPE')]
магдарины;[(0, 9, 'B-TYPE')]
маги для курицы;[(0, 4, 'B-BRAND'), (5, 8, 'O'), (9, 15, 'O')]
маги на бумаге;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
магнат;[(0, 6, 'B-BRAND')]
мадарин;[(0, 7, 'B-TYPE')]
мадарины;[(0, 8, 'B-TYPE')]
маеароны;[(0, 8, 'B-TYPE')]
маенез;[(0, 6, 'B-TYPE')]
маеонез;[(0, 7, 'B-TYPE')]
мажатель;[(0, 8, 'B-TYPE')]
мажитель;[(0, 8, 'B-BRAND')]
мажитеоь;[(0, 8, 'B-TYPE')]
мажиткель;[(0, 9, 'B-TYPE')]
мажитне;[(0, 7, 'B-TYPE')]
мази;[(0, 4, 'B-TYPE')]
мазик;[(0, 5, 'B-BRAND')]
мазь от укусов;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
маиа;[(0, 4, 'O')]
маинез;[(0, 6, 'B-TYPE')]
маинэз;[(0, 6, 'B-TYPE')]
маионе;[(0, 6, 'B-TYPE')]
маионез;[(0, 7, 'B-TYPE')]
маионезь;[(0, 8, 'B-TYPE')]
майанез;[(0, 7, 'B-TYPE')]
майва;[(0, 5, 'B-TYPE')]
майенез;[(0, 7, 'B-TYPE')]
майзонез;[(0, 8, 'B-TYPE')]
майк;[(0, 4, 'B-TYPE')]
майка;[(0, 5, 'B-TYPE')]
майка atlanti;[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND')]
майка atlantic;[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND')]
майки;[(0, 5, 'B-TYPE')]
майки insoli;[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND')]
майки insolit;[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND')]
майки sanpellegri;[(0, 5, 'B-TYPE'), (6, 17, 'B-BRAND')]
майки sanpellegrin;[(0, 5, 'B-TYPE'), (6, 18, 'B-BRAND')]
майки sanpellegrino;[(0, 5, 'B-TYPE'), (6, 19, 'B-BRAND')]
майлне;[(0, 6, 'B-TYPE')]
майлонез;[(0, 8, 'B-TYPE')]
майнез;[(0, 6, 'B-BRAND')]
майнеоз;[(0, 7, 'B-TYPE')]
майнещ;[(0, 6, 'B-TYPE')]
майннез;[(0, 7, 'B-TYPE')]
майноез;[(0, 7, 'B-TYPE')]
майнонез;[(0, 8, 'B-TYPE')]
майо;[(0, 4, 'B-TYPE')]
майо6ез;[(0, 7, 'B-TYPE')]
майоге;[(0, 6, 'B-TYPE')]
майогнз;[(0, 7, 'B-TYPE')]
майоее;[(0, 6, 'B-TYPE')]
майоеез;[(0, 7, 'B-TYPE')]
майоез;[(0, 6, 'B-TYPE')]
майоенез;[(0, 8, 'B-TYPE')]
майоещ;[(0, 6, 'B-TYPE')]
майозез;[(0, 7, 'B-TYPE')]
майозне;[(0, 7, 'B-TYPE')]
майона;[(0, 6, 'B-TYPE')]
майоне;[(0, 6, 'B-TYPE')]
майонеаз;[(0, 8, 'B-TYPE')]
майонед;[(0, 7, 'B-TYPE')]
майонеез;[(0, 8, 'B-TYPE')]
майонеж;[(0, 7, 'B-TYPE')]
майонез;[(0, 7, 'B-TYPE')]
майонез mag;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]
майонез magg;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
майонез maggi;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
майонез астор;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
майонез астори;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
майонез астория;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
майонез легкий;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
майонез лёгкий;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
майонез махеев оливковый;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 24, 'I-BRAND')]
майонез молоко соусы;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE'), (15, 20, 'I-TYPE')]
майонез на пере;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 15, 'O')]
майонез на переп;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
майонез на перепелиеом;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 22, 'O')]
майонез оливковый;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE')]
майонез па;[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]
майонез пан;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]
майонез пани;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
майонез постный;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
майонез ростагроэкспо;[(0, 7, 'B-TYPE'), (8, 21, 'B-BRAND')]
майонез ростагроэкспор;[(0, 7, 'B-TYPE'), (8, 22, 'B-BRAND')]
майонез ростагроэкспорт;[(0, 7, 'B-TYPE'), (8, 23, 'B-BRAND')]
майонез с соусом;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 16, 'O')]
майонез салатный;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
майонез слав;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
майонез славм;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
майонез слобода;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
майонез я л;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 11, 'O')]
майонез я люблю готовить;[(0, 7, 'B-TYPE'), (8, 9, 'B-BRAND'), (10, 15, 'I-BRAND'), (16, 24, 'I-BRAND')]
майонез.;[(0, 8, 'B-TYPE')]
майонез¹;[(0, 8, 'B-TYPE')]
майонезв;[(0, 8, 'B-TYPE')]
майонезг;[(0, 8, 'B-TYPE')]
майонезж;[(0, 8, 'B-TYPE')]
майонезз;[(0, 8, 'B-TYPE')]
майонеззный;[(0, 11, 'B-TYPE')]
майонезй;[(0, 8, 'B-TYPE')]
майонезн;[(0, 8, 'B-TYPE')]
майонезный;[(0, 10, 'B-TYPE')]
майонезный соус;[(0, 10, 'B-TYPE'), (11, 15, 'I-TYPE')]
майонезо;[(0, 8, 'B-TYPE')]
майонезом;[(0, 9, 'B-TYPE')]
майонезс;[(0, 8, 'B-TYPE')]
майонезт;[(0, 8, 'B-TYPE')]
майонезун;[(0, 9, 'B-TYPE')]
майонезы;[(0, 8, 'B-TYPE')]
майонезэ;[(0, 8, 'B-TYPE')]
майонезю;[(0, 8, 'B-TYPE')]
майоней;[(0, 7, 'B-TYPE')]
майонен;[(0, 7, 'B-TYPE')]
майоненый;[(0, 9, 'B-TYPE')]
майонес;[(0, 7, 'B-TYPE')]
майонеу;[(0, 7, 'B-TYPE')]
майонещ;[(0, 7, 'B-TYPE')]
майонещз;[(0, 8, 'B-TYPE')]
майонея;[(0, 7, 'B-TYPE')]
майонк;[(0, 6, 'B-TYPE')]
майонкез;[(0, 8, 'B-TYPE')]
майонкз;[(0, 7, 'B-TYPE')]
майонне;[(0, 7, 'B-TYPE')]
майоннз;[(0, 7, 'B-TYPE')]
майонпз;[(0, 7, 'B-TYPE')]
майонр;[(0, 6, 'B-TYPE')]
майонрз;[(0, 7, 'B-TYPE')]
майонрр не з;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 12, 'O')]
майоншез;[(0, 8, 'B-TYPE')]
майоные;[(0, 7, 'B-TYPE')]
майонэз;[(0, 7, 'B-TYPE')]
майоре;[(0, 6, 'B-TYPE')]
майрнез;[(0, 7, 'B-TYPE')]
майская;[(0, 7, 'B-TYPE')]
майский;[(0, 7, 'B-TYPE')]
майский чай листвой;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]
майтнез;[(0, 7, 'B-TYPE')]
майщ;[(0, 4, 'B-TYPE')]
мак;[(0, 3, 'B-TYPE')]
мак кондитерский;[(0, 3, 'B-TYPE'), (4, 16, 'I-TYPE')]
макаароны;[(0, 9, 'B-TYPE')]
макада;[(0, 6, 'B-BRAND')]
макадам;[(0, 7, 'B-TYPE')]
макадами;[(0, 8, 'B-BRAND')]
макадамиа;[(0, 9, 'B-TYPE')]
макадамии;[(0, 9, 'B-TYPE')]
макадамия;[(0, 9, 'B-TYPE')]
макадамм;[(0, 8, 'B-TYPE')]
маканоны;[(0, 8, 'B-TYPE')]
макапоны;[(0, 8, 'B-TYPE')]
макаран;[(0, 7, 'B-TYPE')]
макарано;[(0, 8, 'B-TYPE')]
макаранов;[(0, 9, 'B-TYPE')]
макараноы;[(0, 9, 'B-TYPE')]
макараоны;[(0, 9, 'B-TYPE')]
макаргны;[(0, 8, 'B-TYPE')]
макарлеы;[(0, 8, 'B-TYPE')]
макарнв;[(0, 7, 'B-TYPE')]
макарно;[(0, 7, 'B-TYPE')]
макаро;[(0, 6, 'B-TYPE')]
макарогы;[(0, 8, 'B-TYPE')]
макарое;[(0, 7, 'B-TYPE')]
макароеы;[(0, 8, 'B-TYPE')]
макарол;[(0, 7, 'B-TYPE')]
макарон зерница витой;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'I-BRAND')]
макаронв;[(0, 8, 'B-TYPE')]
макаронеы;[(0, 9, 'B-TYPE')]
макарони;[(0, 8, 'B-TYPE')]
макаронн;[(0, 8, 'B-TYPE')]
макароннве;[(0, 10, 'B-TYPE')]
макаронное изделие;[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]
макаронные издел;[(0, 10, 'B-TYPE'), (11, 16, 'I-TYPE')]
макаронные издели;[(0, 10, 'B-TYPE'), (11, 17, 'I-TYPE')]
макаронные изделие;[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]
макаронные изделия;[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]
макаронный издели;[(0, 10, 'B-TYPE'), (11, 17, 'I-TYPE')]
макаронный изделия;[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]
макаронных;[(0, 10, 'B-TYPE')]
макароно;[(0, 8, 'B-TYPE')]
макаронс;[(0, 8, 'B-TYPE')]
макаронф;[(0, 8, 'B-TYPE')]
макаронч;[(0, 8, 'B-TYPE')]
макароны berilla джирандоле;[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 27, 'I-BRAND')]
макароны бант;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
макароны бантик;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
макароны бантики;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]
макароны барилла 13;[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 19, 'I-BRAND')]
макароны быстрого приго;[(0, 8, 'B-TYPE'), (9, 17, 'O'), (18, 23, 'O')]
макароны вермишель;[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]
макароны витки;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
макароны гребешки;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
макароны детские;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]
макароны для малышей;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 20, 'O')]
макароны за из;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 14, 'O')]
макароны звездочки;[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]
макароны звёздочки;[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]
макароны красная цена;[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 21, 'I-BRAND')]
макароны макфа;[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]
макароны макфа витки;[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 20, 'O')]
макароны паутинка;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
макароны перья;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
макароны по флотски;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O')]
